cluster	id	name
cluster_011	JASPAR_vertebrates_CORE_MA0695.2_n687,JASPAR_vertebrates_CORE_MA0694.2_n686,JASPAR_vertebrates_CORE_MA0734.4_n792,JASPAR_vertebrates_CORE_MA1990.2_n791,JASPAR_vertebrates_CORE_MA1650.2_n680,JASPAR_vertebrates_CORE_MA0162.5_n270,JASPAR_vertebrates_CORE_MA0472.2_n57,JASPAR_vertebrates_CORE_MA0732.2_n271,JASPAR_vertebrates_CORE_MA0733.2_n272,JASPAR_vertebrates_CORE_MA1578.2_n672,JASPAR_vertebrates_CORE_MA0528.3_n704,JASPAR_vertebrates_CORE_MA1965.2_n621,JASPAR_vertebrates_CORE_MA1516.2_n457,JASPAR_vertebrates_CORE_MA1599.2_n730,JASPAR_vertebrates_CORE_MA2328.1_n194,JASPAR_vertebrates_CORE_MA0753.3_n735,JASPAR_vertebrates_CORE_MA1627.2_n871,JASPAR_vertebrates_CORE_MA1107.3_n461,JASPAR_vertebrates_CORE_MA0741.1_n60,JASPAR_vertebrates_CORE_MA0746.3_n620,JASPAR_vertebrates_CORE_MA1517.2_n459,JASPAR_vertebrates_CORE_MA0747.2_n622,JASPAR_vertebrates_CORE_MA1512.2_n452,JASPAR_vertebrates_CORE_MA1564.2_n623,JASPAR_vertebrates_CORE_MA1961.2_n553,JASPAR_vertebrates_CORE_MA1630.3_n706,JASPAR_vertebrates_CORE_MA1653.2_n698,JASPAR_vertebrates_CORE_MA1522.2_n478,JASPAR_vertebrates_CORE_MA0039.5_n458,JASPAR_vertebrates_CORE_MA1513.2_n454,JASPAR_vertebrates_CORE_MA1515.2_n456,JASPAR_vertebrates_CORE_MA0493.3_n451,JASPAR_vertebrates_CORE_MA1959.2_n460,JASPAR_vertebrates_CORE_MA0599.1_n23,JASPAR_vertebrates_CORE_MA0079.5_n151,JASPAR_vertebrates_CORE_MA0685.2_n155,JASPAR_vertebrates_CORE_MA0516.3_n153,JASPAR_vertebrates_CORE_MA0740.2_n156,JASPAR_vertebrates_CORE_MA0742.2_n157,JASPAR_vertebrates_CORE_MA1511.2_n164	ZBTB7C,ZBTB7B,Gli2,Gli1,ZBTB14,EGR1,EGR2,EGR3,EGR4,VEZF1,ZNF263,SP5,KLF3,ZNF682,ZBED4,ZNF740,Wt1,KLF9,KLF16,SP3,KLF6,SP8,KLF11,SP9,PATZ1,ZNF281,ZNF148,MAZ,KLF4,KLF15,KLF2,KLF1,KLF7,KLF5,SP1,SP4,SP2,KLF14,KLF12,KLF10
cluster_012	JASPAR_vertebrates_CORE_MA1116.2_n588,JASPAR_vertebrates_CORE_MA0624.3_n819,JASPAR_vertebrates_CORE_MA0625.3_n505,JASPAR_vertebrates_CORE_MA0152.3_n820,JASPAR_vertebrates_CORE_MA0606.3_n818,JASPAR_vertebrates_CORE_MA1525.3_n506,JASPAR_vertebrates_CORE_MA1974.2_n701,JASPAR_vertebrates_CORE_MA1121.2_n643,JASPAR_vertebrates_CORE_MA0090.4_n642,JASPAR_vertebrates_CORE_MA0808.1_n86,JASPAR_vertebrates_CORE_MA0809.3_n644	RBPJ,Nfatc1,NFATC3,Nfatc2,Nfat5,NFATC4,ZNF211,TEAD2,TEAD1,TEAD3,TEAD4
cluster_013	JASPAR_vertebrates_CORE_MA0009.2_n46,JASPAR_vertebrates_CORE_MA0804.2_n634,JASPAR_vertebrates_CORE_MA1960.2_n487,JASPAR_vertebrates_CORE_MA0689.1_n47,JASPAR_vertebrates_CORE_MA0806.1_n84,JASPAR_vertebrates_CORE_MA0807.1_n85,JASPAR_vertebrates_CORE_MA0801.1_n81,JASPAR_vertebrates_CORE_MA0803.1_n82,JASPAR_vertebrates_CORE_MA0805.1_n83,JASPAR_vertebrates_CORE_MA0690.3_n205,JASPAR_vertebrates_CORE_MA1567.3_n866,JASPAR_vertebrates_CORE_MA0688.2_n635,JASPAR_vertebrates_CORE_MA1565.2_n633,JASPAR_vertebrates_CORE_MA0800.2_n278,JASPAR_vertebrates_CORE_MA0802.2_n632,JASPAR_vertebrates_CORE_MA1566.3_n418	TBXT,TBX19,MGA::EVX1,TBX20,TBX4,TBX5,MGA,TBX15,TBX1,TBX21,Tbx6,TBX2,TBX18,EOMES,TBR1,TBX3
cluster_014	JASPAR_vertebrates_CORE_MA1731.2_n737,JASPAR_vertebrates_CORE_MA0029.2_n812,JASPAR_vertebrates_CORE_MA0766.3_n381,JASPAR_vertebrates_CORE_MA0482.3_n380,JASPAR_vertebrates_CORE_MA0037.5_n789,JASPAR_vertebrates_CORE_MA1104.3_n382,JASPAR_vertebrates_CORE_MA1970.2_n665,JASPAR_vertebrates_CORE_MA0035.5_n377,JASPAR_vertebrates_CORE_MA0036.4_n379	ZNF768,Mecom,GATA5,GATA4,Gata3,GATA6,TRPS1,GATA1,GATA2
cluster_015	JASPAR_vertebrates_CORE_MA1485.1_n121,JASPAR_vertebrates_CORE_MA0783.1_n71,JASPAR_vertebrates_CORE_MA1571.1_n131,JASPAR_vertebrates_CORE_MA1572.1_n132,JASPAR_vertebrates_CORE_MA0796.1_n78,JASPAR_vertebrates_CORE_MA0797.1_n79,JASPAR_vertebrates_CORE_MA1123.3_n666,JASPAR_vertebrates_CORE_MA1618.2_n844,JASPAR_vertebrates_CORE_MA1638.2_n398,JASPAR_vertebrates_CORE_MA1467.3_n765,JASPAR_vertebrates_CORE_MA1642.2_n504,JASPAR_vertebrates_CORE_MA0668.3_n817,JASPAR_vertebrates_CORE_MA1109.2_n503,JASPAR_vertebrates_CORE_MA0103.4_n688,JASPAR_vertebrates_CORE_MA0820.2_n297,JASPAR_vertebrates_CORE_MA1558.2_n608,JASPAR_vertebrates_CORE_MA0522.4_n397,JASPAR_vertebrates_CORE_MA1648.2_n636,JASPAR_vertebrates_CORE_MA0499.3_n500,JASPAR_vertebrates_CORE_MA1631.2_n209,JASPAR_vertebrates_CORE_MA1559.2_n610,JASPAR_vertebrates_CORE_MA0830.3_n638,JASPAR_vertebrates_CORE_MA0745.3_n609,JASPAR_vertebrates_CORE_MA1620.2_n846,JASPAR_vertebrates_CORE_MA0100.4_n497,JASPAR_vertebrates_CORE_MA0521.3_n867,JASPAR_vertebrates_CORE_MA1635.2_n227,JASPAR_vertebrates_CORE_MA1997.2_n836,JASPAR_vertebrates_CORE_MA0633.3_n869,JASPAR_vertebrates_CORE_MA1993.2_n816,JASPAR_vertebrates_CORE_MA0816.1_n89,JASPAR_vertebrates_CORE_MA0691.1_n48,JASPAR_vertebrates_CORE_MA0667.1_n39,JASPAR_vertebrates_CORE_MA0665.1_n38,JASPAR_vertebrates_CORE_MA0832.2_n868,JASPAR_vertebrates_CORE_MA0048.3_n303,JASPAR_vertebrates_CORE_MA1619.2_n845,JASPAR_vertebrates_CORE_MA1472.3_n769,JASPAR_vertebrates_CORE_MA1641.2_n499,JASPAR_vertebrates_CORE_MA0500.3_n501,JASPAR_vertebrates_CORE_MA1100.3_n208,JASPAR_vertebrates_CORE_MA1542.2_n547,JASPAR_vertebrates_CORE_MA1646.2_n548,JASPAR_vertebrates_CORE_MA1593.2_n708,JASPAR_vertebrates_CORE_MA1629.2_n876,JASPAR_vertebrates_CORE_MA0697.3_n877,JASPAR_vertebrates_CORE_MA1628.2_n875	FERD3L,PKNOX2,TGIF2LX,TGIF2LY,TGIF1,TGIF2,TWIST1,Ptf1A,HAND2,Atoh1,NEUROG2,Neurod2,NEUROD1,ZEB1,FIGLA,SNAI1,TCF3,TCF12,MYOD1,ASCL1,SNAI3,TCF4,SNAI2,Ptf1A,MYB,Tcf12,BHLHE22,Olig2,Twist2,Neurod2,Ascl2,TFAP4,MYF6,MSC,Tcf21,NHLH1,Ptf1A,Bhlha15,MYF5,MYOG,ASCL1,OSR1,OSR2,ZNF317,Zic2,Zic3,Zic1::Zic2
cluster_016	JASPAR_vertebrates_CORE_MA0145.2_n17,JASPAR_vertebrates_CORE_MA1967.2_n653,JASPAR_vertebrates_CORE_MA1945.2_n321,JASPAR_vertebrates_CORE_MA1934.2_n296,JASPAR_vertebrates_CORE_MA1941.2_n314,JASPAR_vertebrates_CORE_MA1966.2_n652	Tfcp2l1,TFAP4::FLI1,ETV5::FIGLA,ERF::FIGLA,ETV2::FIGLA,TFAP4::ETV1
cluster_017	JASPAR_vertebrates_CORE_MA0139.2_n246,JASPAR_vertebrates_CORE_MA0155.1_n14,JASPAR_vertebrates_CORE_MA1102.3_n249	CTCF,INSM1,CTCFL
cluster_018	JASPAR_vertebrates_CORE_MA0748.3_n676,JASPAR_vertebrates_CORE_MA0865.3_n267,JASPAR_vertebrates_CORE_MA0471.3_n266,JASPAR_vertebrates_CORE_MA1122.2_n655,JASPAR_vertebrates_CORE_MA0646.2_n385,JASPAR_vertebrates_CORE_MA0767.2_n387	YY2,E2F8,E2F6,TFDP1,GCM1,GCM2
cluster_019	JASPAR_vertebrates_CORE_MA0739.2_n795,JASPAR_vertebrates_CORE_MA0161.3_n509,JASPAR_vertebrates_CORE_MA0670.2_n507,JASPAR_vertebrates_CORE_MA0671.2_n512,JASPAR_vertebrates_CORE_MA0738.2_n403,JASPAR_vertebrates_CORE_MA1728.2_n722	Hic1,NFIC,NFIA,NFIX,HIC2,ZNF549
cluster_020	JASPAR_vertebrates_CORE_MA1540.3_n833,JASPAR_vertebrates_CORE_MA1541.2_n543,JASPAR_vertebrates_CORE_MA0597.3_n658,JASPAR_vertebrates_CORE_MA0072.2_n596,JASPAR_vertebrates_CORE_MA0071.1_n3,JASPAR_vertebrates_CORE_MA1150.2_n597,JASPAR_vertebrates_CORE_MA1151.2_n598,JASPAR_vertebrates_CORE_MA2324.1_n190,JASPAR_vertebrates_CORE_MA0141.4_n307,JASPAR_vertebrates_CORE_MA0505.3_n834,JASPAR_vertebrates_CORE_MA0592.4_n306,JASPAR_vertebrates_CORE_MA0643.2_n784,JASPAR_vertebrates_CORE_MA1535.2_n532,JASPAR_vertebrates_CORE_MA1536.2_n534,JASPAR_vertebrates_CORE_MA2337.1_n751,JASPAR_vertebrates_CORE_MA1110.3_n830,JASPAR_vertebrates_CORE_MA1996.2_n828,JASPAR_vertebrates_CORE_MA0160.3_n541,JASPAR_vertebrates_CORE_MA1112.3_n540,JASPAR_vertebrates_CORE_MA1111.2_n537,JASPAR_vertebrates_CORE_MA2338.1_n752	NR5A1,NR6A1,THAP1,RORA,RORA,RORB,RORC,BCL11A,ESRRB,Nr5A2,ESRRA,Esrrg,NR2C1,NR2C2,Nr1h3,Nr1H4,Nr1H2,NR4A2,NR4A1,NR2F2,Ppara
cluster_021	JASPAR_vertebrates_CORE_MA1654.2_n699,JASPAR_vertebrates_CORE_MA1977.2_n710	ZNF16,ZNF324
cluster_022	JASPAR_vertebrates_CORE_MA1546.2_n555,JASPAR_vertebrates_CORE_MA0069.1_n2,JASPAR_vertebrates_CORE_MA0779.2_n282,JASPAR_vertebrates_CORE_MA0781.2_n284,JASPAR_vertebrates_CORE_MA0067.3_n554,JASPAR_vertebrates_CORE_MA2094.1_n177	PAX3,PAX6,PAX1,PAX9,PAX2,PAX8
cluster_023	JASPAR_vertebrates_CORE_MA1647.3_n842,JASPAR_vertebrates_CORE_MA1509.1_n124,JASPAR_vertebrates_CORE_MA1971.2_n678	Prdm4,IRF6,ZBED2
cluster_024	JASPAR_vertebrates_CORE_MA1616.2_n841,JASPAR_vertebrates_CORE_MA2001.2_n853,JASPAR_vertebrates_CORE_MA1118.2_n605,JASPAR_vertebrates_CORE_MA1119.2_n606	Prdm15,Six4,SIX1,SIX2
cluster_025	JASPAR_vertebrates_CORE_MA0463.3_n226,JASPAR_vertebrates_CORE_MA0731.1_n56,JASPAR_vertebrates_CORE_MA0520.2_n865,JASPAR_vertebrates_CORE_MA0518.2_n861,JASPAR_vertebrates_CORE_MA0137.4_n628,JASPAR_vertebrates_CORE_MA1624.2_n862,JASPAR_vertebrates_CORE_MA0144.3_n630,JASPAR_vertebrates_CORE_MA0519.2_n863,JASPAR_vertebrates_CORE_MA1625.2_n864	BCL6,BCL6B,Stat6,Stat4,STAT1,Stat5a,STAT3,Stat5a::Stat5b,Stat5b
cluster_026	JASPAR_vertebrates_CORE_MA1531.2_n528,JASPAR_vertebrates_CORE_MA1532.2_n165,JASPAR_vertebrates_CORE_MA0729.1_n54,JASPAR_vertebrates_CORE_MA0857.1_n102,JASPAR_vertebrates_CORE_MA0728.1_n53,JASPAR_vertebrates_CORE_MA0859.2_n847,JASPAR_vertebrates_CORE_MA0017.3_n535,JASPAR_vertebrates_CORE_MA1148.2_n576,JASPAR_vertebrates_CORE_MA0115.1_n7,JASPAR_vertebrates_CORE_MA1494.2_n409,JASPAR_vertebrates_CORE_MA0065.3_n839,JASPAR_vertebrates_CORE_MA1574.2_n660,JASPAR_vertebrates_CORE_MA0677.2_n832,JASPAR_vertebrates_CORE_MA1537.2_n536,JASPAR_vertebrates_CORE_MA0504.2_n533,JASPAR_vertebrates_CORE_MA1550.2_n577,JASPAR_vertebrates_CORE_MA0855.1_n100,JASPAR_vertebrates_CORE_MA0512.2_n44,JASPAR_vertebrates_CORE_MA0856.1_n101	NR1D1,NR1D2,RARA,Rarb,Nr2F6,Rarg,NR2F1,PPARA::RXRA,NR1H2::RXRA,HNF4A,Pparg::Rxra,THRB,Nr2f6,NR2F1,NR2C2,PPARD,RXRB,Rxra,RXRG
cluster_027	JASPAR_vertebrates_CORE_MA1581.2_n684,JASPAR_vertebrates_CORE_MA0003.5_n646,JASPAR_vertebrates_CORE_MA0814.3_n650,JASPAR_vertebrates_CORE_MA0812.2_n648,JASPAR_vertebrates_CORE_MA1569.2_n651	ZBTB6,TFAP2A,TFAP2C,TFAP2B,TFAP2E
cluster_028	JASPAR_vertebrates_CORE_MA1713.2_n725,JASPAR_vertebrates_CORE_MA1982.2_n723	ZNF610,ZNF574
cluster_029	JASPAR_vertebrates_CORE_MA2327.1_n193,JASPAR_vertebrates_CORE_MA2323.1_n173,JASPAR_vertebrates_CORE_MA0007.4_n758,JASPAR_vertebrates_CORE_MA0113.4_n538,JASPAR_vertebrates_CORE_MA0727.2_n539	PGR,Pgr,Ar,NR3C1,NR3C2
cluster_030	JASPAR_vertebrates_CORE_MA1985.1_n150,JASPAR_vertebrates_CORE_MA1555.1_n127,JASPAR_vertebrates_CORE_MA1556.1_n128,JASPAR_vertebrates_CORE_MA1552.2_n584,JASPAR_vertebrates_CORE_MA1553.2_n585	ZNF669,RXRB,RXRG,RARB,RARG
cluster_031	JASPAR_vertebrates_CORE_MA1979.2_n717,JASPAR_vertebrates_CORE_MA2125.1_n749,JASPAR_vertebrates_CORE_MA2341.1_n203	ZNF416,Zfp809,FEZF2
cluster_032	JASPAR_vertebrates_CORE_MA0092.2_n794,JASPAR_vertebrates_CORE_MA1579.2_n682,JASPAR_vertebrates_CORE_MA2123.1_n747,JASPAR_vertebrates_CORE_MA1153.2_n854,JASPAR_vertebrates_CORE_MA1964.2_n607	Hand1::Tcf3,ZBTB26,Hand1,Smad4,SMAD2
cluster_033	JASPAR_vertebrates_CORE_MA1604.2_n780,JASPAR_vertebrates_CORE_MA1637.2_n269,JASPAR_vertebrates_CORE_MA0154.5_n268,JASPAR_vertebrates_CORE_MA2122.1_n746,JASPAR_vertebrates_CORE_MA0813.1_n87,JASPAR_vertebrates_CORE_MA0815.1_n88,JASPAR_vertebrates_CORE_MA0872.1_n112,JASPAR_vertebrates_CORE_MA0810.2_n645,JASPAR_vertebrates_CORE_MA0524.3_n649,JASPAR_vertebrates_CORE_MA0811.2_n647	Ebf2,EBF3,EBF1,Ebf4,TFAP2B,TFAP2C,TFAP2A,TFAP2A,TFAP2C,TFAP2B
cluster_034	JASPAR_vertebrates_CORE_MA0629.2_n849,JASPAR_vertebrates_CORE_MA1730.2_n734,JASPAR_vertebrates_CORE_MA1655.2_n712,JASPAR_vertebrates_CORE_MA1725.2_n700	Rhox11,ZNF708,ZNF341,ZNF189
cluster_035	JASPAR_vertebrates_CORE_MA0131.3_n405,JASPAR_vertebrates_CORE_MA1684.1_n144	HINFP,Foxn1
cluster_036	JASPAR_vertebrates_CORE_MA0743.3_n602,JASPAR_vertebrates_CORE_MA0744.3_n603,JASPAR_vertebrates_CORE_MA1105.3_n392,JASPAR_vertebrates_CORE_MA0647.2_n391,JASPAR_vertebrates_CORE_MA1968.2_n654	SCRT1,SCRT2,GRHL2,GRHL1,TFCP2
cluster_037	JASPAR_vertebrates_CORE_MA1649.2_n679,JASPAR_vertebrates_CORE_MA2096.1_n178	ZBTB12,ZNF524
cluster_038	JASPAR_vertebrates_CORE_MA0895.2_n407,JASPAR_vertebrates_CORE_MA1657.2_n726	HMBOX1,ZNF652
cluster_039	JASPAR_vertebrates_CORE_MA0135.2_n807,JASPAR_vertebrates_CORE_MA0680.3_n837,JASPAR_vertebrates_CORE_MA0780.1_n70,JASPAR_vertebrates_CORE_MA0757.2_n546,JASPAR_vertebrates_CORE_MA2102.1_n184,JASPAR_vertebrates_CORE_MA0756.3_n264,JASPAR_vertebrates_CORE_MA0679.3_n545,JASPAR_vertebrates_CORE_MA0754.3_n250,JASPAR_vertebrates_CORE_MA0755.2_n252	Lhx3,Pax7,PAX3,ONECUT3,ZBTB17,ONECUT2,ONECUT1,CUX1,CUX2
cluster_040	JASPAR_vertebrates_CORE_MA0095.4_n872,JASPAR_vertebrates_CORE_MA1651.2_n689	Yy1,ZFP42
cluster_041	JASPAR_vertebrates_CORE_MA1418.2_n442,JASPAR_vertebrates_CORE_MA0050.4_n803,JASPAR_vertebrates_CORE_MA1623.2_n860,JASPAR_vertebrates_CORE_MA0051.2_n441,JASPAR_vertebrates_CORE_MA0517.2_n629,JASPAR_vertebrates_CORE_MA0653.1_n34,JASPAR_vertebrates_CORE_MA1420.1_n118,JASPAR_vertebrates_CORE_MA0772.2_n444,JASPAR_vertebrates_CORE_MA0652.2_n445,JASPAR_vertebrates_CORE_MA1419.2_n443	IRF3,Irf1,Stat2,IRF2,STAT1::STAT2,IRF9,IRF5,IRF7,IRF8,IRF4
cluster_042	JASPAR_vertebrates_CORE_MA0698.2_n681,JASPAR_vertebrates_CORE_MA1524.3_n814,JASPAR_vertebrates_CORE_MA0461.3_n764,JASPAR_vertebrates_CORE_MA0091.2_n631,JASPAR_vertebrates_CORE_MA1570.1_n130,JASPAR_vertebrates_CORE_MA0623.2_n141,JASPAR_vertebrates_CORE_MA0669.1_n40,JASPAR_vertebrates_CORE_MA0607.2_n154,JASPAR_vertebrates_CORE_MA1568.2_n637,JASPAR_vertebrates_CORE_MA1468.1_n120,JASPAR_vertebrates_CORE_MA0817.2_n228,JASPAR_vertebrates_CORE_MA0826.1_n92,JASPAR_vertebrates_CORE_MA0818.2_n159,JASPAR_vertebrates_CORE_MA0678.1_n42,JASPAR_vertebrates_CORE_MA0827.1_n93	ZBTB18,Msgn1,Atoh1,TAL1::TCF3,TFAP4,NEUROG1,NEUROG2,BHLHA15,TCF21,ATOH7,BHLHE23,OLIG1,BHLHE22,OLIG2,OLIG3
cluster_043	JASPAR_vertebrates_CORE_MA0108.3_n879,JASPAR_vertebrates_CORE_MA0151.1_n13,JASPAR_vertebrates_CORE_MA0601.2_n759	TBP,Arid3a,Arid3b
cluster_044	JASPAR_vertebrates_CORE_MA0758.1_n62,JASPAR_vertebrates_CORE_MA0469.4_n263,JASPAR_vertebrates_CORE_MA0024.3_n109,JASPAR_vertebrates_CORE_MA0470.3_n265,JASPAR_vertebrates_CORE_MA0864.3_n262	E2F7,E2F3,E2F1,E2F4,E2F2
cluster_045	JASPAR_vertebrates_CORE_MA0101.1_n5,JASPAR_vertebrates_CORE_MA0107.1_n6,JASPAR_vertebrates_CORE_MA0105.4_n69,JASPAR_vertebrates_CORE_MA0778.2_n514	REL,RELA,NFKB1,NFKB2
cluster_046	JASPAR_vertebrates_CORE_MA0527.2_n683,JASPAR_vertebrates_CORE_MA0749.2_n677	ZBTB33,ZBED1
cluster_047	JASPAR_vertebrates_CORE_MA0508.4_n579,JASPAR_vertebrates_CORE_MA2326.1_n192	PRDM1,IKZF2
cluster_048	JASPAR_vertebrates_CORE_MA0836.3_n236,JASPAR_vertebrates_CORE_MA0102.5_n234,JASPAR_vertebrates_CORE_MA0838.1_n94,JASPAR_vertebrates_CORE_MA0466.4_n235,JASPAR_vertebrates_CORE_MA0837.3_n237,JASPAR_vertebrates_CORE_MA0833.3_n212,JASPAR_vertebrates_CORE_MA1636.2_n238,JASPAR_vertebrates_CORE_MA0639.2_n253,JASPAR_vertebrates_CORE_MA0843.2_n288,JASPAR_vertebrates_CORE_MA0025.3_n511,JASPAR_vertebrates_CORE_MA0043.4_n406	CEBPD,CEBPA,CEBPG,CEBPB,CEBPE,ATF4,CEBPG,DBP,TEF,NFIL3,HLF
cluster_049	JASPAR_vertebrates_CORE_MA0046.3_n408,JASPAR_vertebrates_CORE_MA0153.2_n32,JASPAR_vertebrates_CORE_MA0683.2_n570,JASPAR_vertebrates_CORE_MA0790.2_n569,JASPAR_vertebrates_CORE_MA0791.2_n571	HNF1A,HNF1B,POU4F2,POU4F1,POU4F3
cluster_050	JASPAR_vertebrates_CORE_MA1587.1_n134,JASPAR_vertebrates_CORE_MA1596.1_n137	ZNF135,ZNF460
cluster_051	JASPAR_vertebrates_CORE_MA1584.2_n692,JASPAR_vertebrates_CORE_MA0696.1_n49,JASPAR_vertebrates_CORE_MA0751.2_n691,JASPAR_vertebrates_CORE_MA1491.3_n389,JASPAR_vertebrates_CORE_MA0735.2_n390,JASPAR_vertebrates_CORE_MA0736.1_n58,JASPAR_vertebrates_CORE_MA0737.1_n59	ZIC5,ZIC1,ZIC4,GLI3,GLIS1,GLIS2,GLIS3
cluster_052	JASPAR_vertebrates_CORE_MA0676.1_n41,JASPAR_vertebrates_CORE_MA0114.5_n410,JASPAR_vertebrates_CORE_MA0484.3_n411	Nr2e1,HNF4A,HNF4G
cluster_053	JASPAR_vertebrates_CORE_MA1471.2_n221,JASPAR_vertebrates_CORE_MA1544.2_n551	BARX2,OVOL1
cluster_054	JASPAR_vertebrates_CORE_MA0768.3_n805,JASPAR_vertebrates_CORE_MA0769.3_n639,JASPAR_vertebrates_CORE_MA1421.1_n119,JASPAR_vertebrates_CORE_MA0523.2_n640,JASPAR_vertebrates_CORE_MA1991.2_n799	Lef1,TCF7,TCF7L1,TCF7L2,Hnf1A
cluster_055	JASPAR_vertebrates_CORE_MA0070.2_n556,JASPAR_vertebrates_CORE_MA1639.2_n482,JASPAR_vertebrates_CORE_MA1113.3_n557,JASPAR_vertebrates_CORE_MA1640.2_n483	PBX1,MEIS1,PBX2,MEIS2
cluster_056	JASPAR_vertebrates_CORE_MA1602.2_n742,JASPAR_vertebrates_CORE_MA0795.1_n77,JASPAR_vertebrates_CORE_MA1557.1_n129	ZSCAN29,SMAD3,SMAD5
cluster_057	JASPAR_vertebrates_CORE_MA1601.2_n169,JASPAR_vertebrates_CORE_MA2097.1_n179	ZNF75D,ZNF75A
cluster_058	JASPAR_vertebrates_CORE_MA0066.2_n578,JASPAR_vertebrates_CORE_MA0112.4_n305,JASPAR_vertebrates_CORE_MA0258.2_n20	PPARG,ESR1,ESR2
cluster_059	JASPAR_vertebrates_CORE_MA0494.2_n829,JASPAR_vertebrates_CORE_MA1969.2_n659,JASPAR_vertebrates_CORE_MA0860.1_n104,JASPAR_vertebrates_CORE_MA1576.2_n662	Nr1h3::Rxra,THRA,Rarg,THRB
cluster_060	JASPAR_vertebrates_CORE_MA0056.3_n502,JASPAR_vertebrates_CORE_MA0479.2_n365	MZF1,FOXH1
cluster_061	JASPAR_vertebrates_CORE_MA1548.2_n563,JASPAR_vertebrates_CORE_MA1615.2_n838	PLAGL2,Plagl1
cluster_062	JASPAR_vertebrates_CORE_MA0684.3_n600,JASPAR_vertebrates_CORE_MA0511.2_n80,JASPAR_vertebrates_CORE_MA0002.3_n850,JASPAR_vertebrates_CORE_MA1989.2_n768	RUNX3,RUNX2,Runx1,Bcl11B
cluster_063	JASPAR_vertebrates_CORE_MA0861.2_n664,JASPAR_vertebrates_CORE_MA0106.3_n106,JASPAR_vertebrates_CORE_MA0525.2_n105	TP73,TP53,TP63
cluster_064	JASPAR_vertebrates_CORE_MA0660.1_n36,JASPAR_vertebrates_CORE_MA0773.1_n65,JASPAR_vertebrates_CORE_MA0052.5_n479,JASPAR_vertebrates_CORE_MA0497.2_n480	MEF2B,MEF2D,MEF2A,MEF2C
cluster_065	JASPAR_vertebrates_CORE_MA0088.2_n61,JASPAR_vertebrates_CORE_MA1716.2_n736	ZNF143,ZNF76
cluster_066	JASPAR_vertebrates_CORE_MA1538.1_n125,JASPAR_vertebrates_CORE_MA1539.1_n126,JASPAR_vertebrates_CORE_MA1146.2_n529,JASPAR_vertebrates_CORE_MA1147.2_n542	NR2F1,NR2F6,NR1H4::RXRA,NR4A2::RXRA
cluster_067	JASPAR_vertebrates_CORE_MA0693.4_n870,JASPAR_vertebrates_CORE_MA1534.2_n531	Vdr,NR1I3
cluster_068	JASPAR_vertebrates_CORE_MA1933.2_n286,JASPAR_vertebrates_CORE_MA1939.2_n304	ELK1::SREBF2,ERF::SREBF2
cluster_069	JASPAR_vertebrates_CORE_MA0038.3_n388,JASPAR_vertebrates_CORE_MA0483.2_n790	GFI1,Gfi1B
cluster_070	JASPAR_vertebrates_CORE_MA0074.1_n4,JASPAR_vertebrates_CORE_MA1533.2_n530	RXRA::VDR,NR1I2
cluster_071	JASPAR_vertebrates_CORE_MA1727.2_n718,JASPAR_vertebrates_CORE_MA2126.1_n750	ZNF417,Zfp961
cluster_072	JASPAR_vertebrates_CORE_MA0730.1_n55,JASPAR_vertebrates_CORE_MA0858.1_n103,JASPAR_vertebrates_CORE_MA0159.1_n15,JASPAR_vertebrates_CORE_MA1149.2_n583	RARA,Rarb,RARA::RXRA,RARA::RXRG
cluster_073	JASPAR_vertebrates_CORE_MA0771.1_n64,JASPAR_vertebrates_CORE_MA0486.2_n33,JASPAR_vertebrates_CORE_MA0770.1_n63	HSF4,HSF1,HSF2
cluster_074	JASPAR_vertebrates_CORE_MA0019.2_n174	Ddit3::Cebpa
cluster_075	JASPAR_vertebrates_CORE_MA0073.2_n599	RREB1
cluster_076	JASPAR_vertebrates_CORE_MA0083.3_n45	SRF
cluster_077	JASPAR_vertebrates_CORE_MA0116.1_n8	Znf423
cluster_078	JASPAR_vertebrates_CORE_MA0130.1_n10	ZNF354C
cluster_079	JASPAR_vertebrates_CORE_MA0138.3_n590	REST
cluster_080	JASPAR_vertebrates_CORE_MA0140.3_n378	GATA1::TAL1
cluster_081	JASPAR_vertebrates_CORE_MA0146.3_n874	Zfx
cluster_082	JASPAR_vertebrates_CORE_MA0149.1_n12	EWSR1-FLI1
cluster_083	JASPAR_vertebrates_CORE_MA0163.1_n16	PLAG1
cluster_084	JASPAR_vertebrates_CORE_MA0164.2_n831	Nr2e3
cluster_085	JASPAR_vertebrates_CORE_MA0506.3_n835	Nrf1
cluster_086	JASPAR_vertebrates_CORE_MA0594.3_n416	HOXA9
cluster_087	JASPAR_vertebrates_CORE_MA0602.2_n760	Arid5a
cluster_088	JASPAR_vertebrates_CORE_MA0619.2_n878	LIN54
cluster_089	JASPAR_vertebrates_CORE_MA0657.2_n453	KLF13
cluster_090	JASPAR_vertebrates_CORE_MA0752.2_n716	ZNF410
cluster_091	JASPAR_vertebrates_CORE_MA0776.1_n67	MYBL1
cluster_092	JASPAR_vertebrates_CORE_MA0777.1_n68	MYBL2
cluster_093	JASPAR_vertebrates_CORE_MA0863.1_n108	MTF1
cluster_094	JASPAR_vertebrates_CORE_MA1117.2_n589	RELB
cluster_095	JASPAR_vertebrates_CORE_MA1124.1_n113	ZNF24
cluster_096	JASPAR_vertebrates_CORE_MA1125.2_n715	ZNF384
